_p0,microptera_6,Transfer,0.23809523809523808,0.23809523809523808
_p1,_h14,Cospeciation,0.9523809523809523,0.9523809523809523
_p2,picticornis,Transfer,0.9523809523809523,0.9523809523809523
Amoebogregarina_1,tamaulipensis,Contemporaneous,1.0,8.848612459151021e-54
_p3,picticornis,Transfer,0.9523809523809523,0.9523809523809523
_p4,_h11,Cospeciation,1.0,1.0
_p5,auricornis_2,Transfer,1.0,0.5
_p6,auricornis_1,Transfer,0.5,0.5
Amoebogregarina_6,picticornis,Contemporaneous,1.0,8.848612459151021e-54
Amoebogregarina_5,auricornis_1,Contemporaneous,1.0,8.848612459151021e-54
Amoebogregarina_3,auricornis_2,Contemporaneous,1.0,8.848612459151021e-54
Amoebogregarina_2,auricornis_1,Contemporaneous,1.0,8.848612459151021e-54
_p7,picticornis,Transfer,0.9761904761904762,0.9761904761904762
_p8,_h13,Cospeciation,1.0,1.0
Amoebogregarina_8,varipennis,Contemporaneous,1.0,8.848612459151021e-54
Amoebogregarina_7,reticulata,Contemporaneous,1.0,8.848612459151021e-54
Ataeniopoda_MK181531,picticornis,Contemporaneous,1.0,8.848612459151021e-54
_p9,_h15,Transfer,0.9761904761904762,0.9761904761904762
_p10,_h7,Cospeciation,1.0,1.0
Boliviana_4,microptera_4,Contemporaneous,1.0,8.848612459151021e-54
_p11,microptera_3,Transfer,1.0,0.5
_p12,microptera_4,Transfer,0.5,0.5
Boliviana_3,microptera_6,Contemporaneous,1.0,8.848612459151021e-54
Boliviana_2,microptera_4,Contemporaneous,1.0,8.848612459151021e-54
Boliviana_1,microptera_3,Contemporaneous,1.0,8.848612459151021e-54
_p13,_h15,Cospeciation,1.0,1.0
Gregarina_2,eques,Contemporaneous,1.0,8.848612459151021e-54
Gregarina_1,tamaulipensis,Contemporaneous,1.0,8.848612459151021e-54
_p14,microptera_6,Transfer,0.47619047619047616,0.3333333333333333
_p15,Xyleus,Transfer,0.6666666666666666,0.19047619047619047
_p16,microptera_3,Transfer,0.38095238095238093,0.38095238095238093
Coronoepimeritus_6,Xyleus,Contemporaneous,1.0,8.848612459151021e-54
_p17,microptera_3,Transfer,0.38095238095238093,0.38095238095238093
Coronoepimeritus_2,microptera_6,Contemporaneous,1.0,8.848612459151021e-54
_p18,microptera_3,Transfer,0.5714285714285714,0.2857142857142857
_p19,Xyleus,Transfer,0.38095238095238093,0.19047619047619047
_p20,centurio,Transfer,0.5238095238095238,0.5238095238095238
Coronoepimeritus_5,reticulata,Contemporaneous,1.0,8.848612459151021e-54
Cmexicana_MK181532,centurio,Contemporaneous,1.0,8.848612459151021e-54
Coronoepimeritus_4,Xyleus,Contemporaneous,1.0,8.848612459151021e-54
Coronoepimeritus_3,microptera_3,Contemporaneous,1.0,8.848612459151021e-54
Coronoepimeritus_7,Xyleus,Contemporaneous,1.0,8.848612459151021e-54
Coronoepimeritus_1,microptera_6,Contemporaneous,1.0,8.848612459151021e-54
